Date,Open,High,Low,Close,Volume,ret_1,log_ret_1
2015-01-01,366.7556297212937,369.1864578248745,364.5110940115228,367.7708129882813,2002764,,
2015-01-02,367.323746459979,376.0877425079871,367.323746459979,374.998046875,6778320,0.01965146126739792,0.01946086426204053
2015-01-05,374.3833793849808,378.1273948554082,368.3482380919063,371.7756042480469,9937024,-0.00859322509492233,-0.008630359744333066
2015-01-06,368.81394527486935,369.7452936215231,360.2641629049889,364.0081787109375,9667316,-0.020892778999901718,-0.021114121508772128
2015-01-07,366.0198682787039,367.8359973961173,363.22582348268327,365.7497863769531,7249916,0.0047845289415835435,0.004773119461173373
2015-01-08,369.85705311397766,371.9805319047992,363.2258573932691,367.5938720703125,13564920,0.005041932386691261,0.005029264408478884
2015-01-09,368.8325658273836,392.8427306301899,356.3431982047694,386.4071044921875,44863328,0.05117939620679102,0.049912768296219406
2015-01-12,389.67608874467794,394.742613881725,386.5095048495252,394.1372375488281,12758888,0.020005152510846003,0.019807678764642594
2015-01-13,392.61921788155007,392.61921788155007,386.5095636358664,389.09869384765625,8801236,-0.01278372917135917,-0.012866144171212159
2015-01-14,390.88685694665065,397.3131598128215,389.7878842121066,396.50286865234375,9921260,0.01902904050247578,0.018850252855573724
2015-01-15,397.722998120176,401.0013625671263,393.44811820470017,397.5460510253906,8342452,0.00263095794638879,0.0026275030350219005
2015-01-16,400.1072117661418,402.3424475860644,393.4015043063741,394.5750122070313,6690960,-0.007473445681817514,-0.0075015117981631725
2015-01-19,394.8917078115711,397.1921564696448,390.1604762951698,391.6319885253906,4087744,-0.007458717837146023,-0.007486673167058383
2015-01-20,392.4702426453526,397.31325465711296,391.4364367553346,395.674072265625,6804504,0.010321127636825578,0.010268228473637559
2015-01-21,397.033756593226,405.3134333908592,394.5191163333112,404.1864929199219,8494908,0.021513718615816524,0.021285565058895263
2015-01-22,405.09929876484193,410.3520945108624,402.5846581493645,409.1320190429688,9958396,0.012235753073586153,0.012161501317464577
2015-01-23,409.79319055930085,414.4499313611111,403.2923985903676,412.5965576171875,9486328,0.008468021110454416,0.008432368549391321
2015-01-27,413.7048725509376,413.7048725509376,396.7729803789368,397.965087890625,13739968,-0.03546192874478071,-0.036105974885337545
