Date,Open,High,Low,Close,Volume,ret_1,log_ret_1
2015-01-01,189.65743085018167,190.87715534273175,189.0903506676063,189.9998016357422,2963643,,
2015-01-02,190.0426007152232,191.7438127184084,189.22945580333516,189.49693298339844,7331366,-0.0026466798807918135,-0.0026501885302027406
2015-01-05,189.3792702851232,190.6418056102496,187.04679751673595,187.42127990722656,10103941,-0.01095349166602988,-0.011013922849351246
2015-01-06,186.1694487623213,186.81140833967845,178.03789888297737,178.91525268554688,18627980,-0.045384532780323394,-0.04644667171353424
2015-01-07,179.1292285310337,183.77276085280212,179.10783035701846,182.809814453125,20720312,0.02176763416824512,0.021534102102890373
2015-01-08,184.05096276070768,184.65014028561507,179.78191217385094,180.18849182128903,19872227,-0.014339069484193945,-0.014442867379323425
2015-01-09,181.54728059323855,184.45751798649135,180.8197283871731,184.0937347412109,13392787,0.021673098434028093,0.02144157606797662
2015-01-12,184.13657345955565,184.2435643466936,180.09220364975974,181.95388793945312,10100113,-0.011623680755707744,-0.01169176383104916
2015-01-13,182.53163606142144,182.94891476700133,179.85679270891694,180.42385864257807,9948711,-0.008408884878481904,-0.00844443900493283
2015-01-14,180.39177025551925,181.24772588423613,177.86671400685174,178.66917419433594,11380041,-0.009725345979426092,-0.009772946026007177
2015-01-15,179.74980999523677,186.40482855783029,179.74980999523677,184.9390106201172,16927085,0.03509187555186011,0.03449019142676921
2015-01-16,184.02954549231427,187.2393717003376,182.328347744054,186.1052398681641,19136963,0.006306020801865708,0.0062862210475352846
2015-01-19,186.2122662538906,189.59326422041164,183.76210335218167,188.2344512939453,13339962,0.011440899930004855,0.011375947772359922
2015-01-20,188.63029454489703,193.7766983863656,188.06321434843136,193.24172973632807,13361320,0.026601285832440036,0.026253623658808362
2015-01-21,193.6589944954715,195.0285061417366,190.88784537432812,194.0334625244141,17084297,0.004097110852641972,0.004088740548891867
2015-01-22,193.6911086289148,194.12978549981565,188.2023196256612,189.1117706298828,23721627,-0.02536517067983579,-0.025692412170278327
2015-01-23,190.44917003317505,192.11827040016072,187.6673360881988,189.7858123779297,18080494,0.003564250632320798,0.003557913744077173
2015-01-27,191.0697546998652,191.88291395176276,188.41630947001,190.24591064453125,17939876,0.00242430274864458,0.002421368867523366
2015-01-28,189.61465072299592,194.68617592947533,189.61465072299592,194.05490112304688,19298126,0.020021405272845127,0.019823612637598766
2015-01-29,194.10837417270932,199.97164555622763,194.06557782256652,198.88031005859372,36117653,0.024866204912223022,0.024562072277402435
2015-01-30,199.00870306739893,199.2761945456081,194.51495765255615,195.85238647460935,21746801,-0.01522485349651903,-0.015341941530800082
2015-02-02,196.0235729278048,196.84743125784271,193.8088046140225,194.31167602539065,19302710,-0.007866692241804474,-0.00789779790506505
2015-02-03,195.4136981213884,201.33046471295063,195.4136981213884,200.635009765625,17092333,0.032542222215241834,0.03202393820362211
2015-02-04,200.9559917954961,201.96173460093704,198.13136124086165,198.75192260742188,14072894,-0.009385635938627512,-0.009429958568327377
2015-02-05,200.2926304255329,201.1271735293087,196.3552519765529,197.66058349609372,12365643,-0.0054909612798251795,-0.005506092021343018
2015-02-06,197.7461920879739,199.00871307477848,193.23104827058495,194.7075653076172,9045844,-0.014939843524922614,-0.01505256711137091
2015-02-09,192.84585048601596,196.4408438375023,190.87716126992885,191.8829040527344,8839692,-0.014507198271521249,-0.014613456598200434
2015-02-10,192.1610974324046,193.5520073813616,184.3077386274352,188.7372894287109,13651008,-0.016393407424973083,-0.016529266166600505
2015-02-11,189.5932293784795,193.6055157374548,188.9512698462217,192.7388610839844,9781008,0.021201807376729054,0.0209801762394119
2015-02-12,194.30099432270688,195.57421445450925,189.8607439255479,194.5470733642578,8709626,0.009381669426206107,0.009337934888126068
2015-02-13,195.58489758339235,197.040016389926,194.52565931328635,196.3338623046875,7393680,0.009184352709764143,0.00914243301708829
2015-02-16,196.5906123330974,197.76755468637612,192.58903975783755,193.18821716308597,12266698,-0.016021918504918187,-0.016151657081345114
2015-02-18,192.58905451039527,194.30096559739167,191.3907281770942,192.942138671875,9835036,-0.0012737758794224563,-0.0012745878214793314
2015-02-19,194.07627964075965,194.215382065177,189.92491934252843,193.0277404785156,9550637,0.000443665687702266,0.0004435672971816335
2015-02-20,191.5726185161577,191.7331191132804,186.44761275465316,186.83279418945312,18717199,-0.03209355439640549,-0.032619843479916984
2015-02-23,186.1587587987748,187.6138777207388,181.26913240018587,182.19998168945312,14104463,-0.024796570217229696,-0.025109183816778485
2015-02-24,182.79912599269176,183.3447937462972,179.10784076900913,180.06007385253906,19946218,-0.011744830142526475,-0.011814345493476774
2015-02-25,181.6328984084374,183.28060077082048,179.97448267383797,180.42385864257807,15274116,0.0020203523316164596,0.0020183141645931635
2015-02-26,181.05513496456263,181.8896924488369,179.0222509816617,180.17779541015625,21459750,-0.0013638065069280225,-0.00136473733743358
2015-02-27,181.3654041628152,184.24354442256956,180.73414371246812,183.07730102539065,18659378,0.016092469156002043,0.015964357963683912
2015-03-02,185.95545256868127,187.3463768889524,183.07731213428505,184.9390106201172,14579511,0.010168980994909482,0.010117624774511605
2015-03-03,185.9554786463608,193.9693253884384,185.613107775756,192.7602996826172,20636925,0.042291180407392215,0.04142134806312784
2015-03-04,193.87298815397747,194.6540500885291,188.32000476800712,189.98910522460935,14476047,-0.014376375542944575,-0.014480716870571123
2015-03-05,190.98415056690584,192.3215793319759,187.9134268069372,189.36854553222656,10716702,-0.003266290936257299,-0.003271636908672373
2015-03-09,189.40066175287248,190.8236833587265,184.91761516803783,186.09454345703125,14065391,-0.017289049065638773,-0.017440249955116817
2015-03-10,185.94473446187305,187.41055224966087,183.04519614763237,183.84765625,15234060,-0.012073901605556991,-0.012147383227776485
2015-03-11,184.232809430609,186.0837940706917,182.4032086769764,183.16287231445312,11635873,-0.0037247357378094037,-0.003731689839465577
2015-03-12,183.60157448825268,185.6130599730144,183.08798974561603,184.8426971435547,11782380,0.009171208159575395,0.009129408007576811
2015-03-13,185.95542554873876,186.08381458855536,181.2476988616737,181.9110565185547,12936157,-0.015860191775513788,-0.015987310493558688
2015-03-16,182.21067397823188,182.73494359136333,179.8140067677036,180.19918823242188,13839990,-0.009410468604244548,-0.009455026826748711
2015-03-17,182.00735617885903,184.00814260727708,179.96377340198245,183.35548400878903,19070082,0.017515593756705305,0.01736396377659335
2015-03-18,183.38759528846785,186.6509170993505,182.8954229590772,185.88055419921875,9269885,0.013771446237782925,0.013677481575411418
