Date,Open,High,Low,Close,Volume,ret_1,log_ret_1
2015-01-01,216.99575387185868,217.7715591935329,215.63810152231972,217.2353363037109,3544940,,
2015-01-02,216.8588771758976,221.17140319833965,216.8588771758976,220.2586975097656,5900384,0.013917446661752209,0.01382148830616075
2015-01-05,221.33112449819683,221.4566187421948,217.9312903140576,218.3990631103516,4796000,-0.008442955581046019,-0.008478799223964939
2015-01-06,217.68029461276407,218.26214167149823,213.92678989199877,214.9992218017578,8219680,-0.015567105738342524,-0.015689545479376954
2015-01-07,214.41739196133696,217.07563898879343,213.6301805001718,215.6267242431641,5746112,0.0029186265705876124,0.0029143756492843245
2015-01-08,217.73734145946173,221.0915375059701,216.35687695026263,220.156005859375,9525824,0.021005196049369124,0.020787628346237968
2015-01-09,221.99283043675973,223.612877344769,220.55530794097444,222.6203155517578,8985184,0.011193470206563028,0.01113128691983089
2015-01-12,221.1942430011037,222.33512518302237,220.0761728921096,220.65802001953125,4126412,-0.008814539353082296,-0.008853617210099961
2015-01-13,221.09153219630693,221.77606141683725,218.06819480563132,219.8137359619141,5828348,-0.003826210611073355,-0.003833549280404092
2015-01-14,219.0607519980102,222.3921358239376,218.9808958280074,219.93923950195312,3685232,0.0005709540374709832,0.0005707911052294618
2015-01-15,225.8946572806769,227.7657067222978,221.502261166886,226.6134185791016,11398476,0.030345558583643184,0.029894239746620855
2015-01-16,228.6783943341677,231.5762374434814,227.84554489082137,228.48443603515625,7821308,0.008256428360625012,0.00822253051161546
2015-01-19,231.1997524637199,232.73994326473652,228.84953817493263,229.2146148681641,4239492,0.003195748671894094,0.0031906531202891323
2015-01-20,230.45817631654228,234.3371753238504,228.6327650189855,232.9567108154297,8505804,0.016325730143420092,0.016193898309782604
2015-01-21,234.42844791428837,235.69481027067815,232.36344027372903,232.72853088378903,6740612,-0.0009794949921895224,-0.0009799750108855892
2015-01-22,233.88082329179255,235.5921463890496,232.4090826427949,233.0251617431641,6470680,0.001274578833323936,0.00127376724726983
