ticker,fold,accuracy
RELIANCE.NS,1,0.42857142857142855
RELIANCE.NS,2,0.5952380952380952
RELIANCE.NS,3,0.5654761904761905
RELIANCE.NS,4,0.47023809523809523
RELIANCE.NS,5,0.7678571428571429
