Date,Open,High,Low,Close,Volume,ret_1,log_ret_1,ret_5,ret_10,ret_20,sma_5,price_sma_5,sma_10,price_sma_10,sma_20,price_sma_20,sma_50,price_sma_50,sma_100,price_sma_100,sma_200,price_sma_200,vol_10,vol_20,vol_60,roc_10,roc_20,day_of_week,month,target,prediction,actual,signal,strategy_ret,equity_curve
2023-12-28,1285.3862277761266,1296.4046504171113,1283.9220890250845,1293.203369140625,12302636,0.0072288263140229,0.0072028235866845,0.0310230843233021,0.0705027337732862,0.0853292908600442,1280.3287109375,0.0100557443515405,1263.848193359375,0.0232268210181338,1235.4806579589845,0.0467208537906198,1187.9782373046876,0.0885749658804142,1196.8666088867187,0.080490807863305,1164.4914639282226,0.1105305699521521,0.0081563878463178,0.008463971099425,0.0087061726298306,0.0705027337732862,0.0853292908600442,3,12,1,1,1,,,1.0
2023-12-29,1295.9581362918193,1297.397434632089,1280.174929799553,1282.9791259765625,10864584,-0.0079061371227766,-0.0079375563375279,0.0087412632716736,0.0490230415142105,0.0872784317035895,1282.55224609375,0.0003328362521781,1269.8438232421877,0.0103440301035113,1240.6300476074218,0.0341351383926349,1190.3695385742187,0.0777990232455614,1197.399425048828,0.0714713061802618,1165.4085427856446,0.1008835776249692,0.0090980992325765,0.0083192228339959,0.0087886768047034,0.0490230415142105,0.0872784317035895,4,12,1,1,1,1.0,-0.0079061371227766,0.9920938628772235
2024-01-01,1280.795398303561,1293.8488097378856,1277.122509429243,1285.6097412109375,4030540,0.0020503959738025,0.0020482967809391,0.0098244811972632,0.0379267433713841,0.0818402670775553,1285.053759765625,0.0004326522848459,1274.541552734375,0.0086840546334616,1245.4928100585937,0.0322096850566777,1192.702275390625,0.077896611532735,1198.0102307128907,0.0731208367443736,1166.3190310668945,0.1022796567375921,0.0086819918555015,0.0083042533276892,0.0086184393421587,0.0379267433713841,0.0818402670775553,0,1,1,1,1,1.0,0.0020503959738025,0.9941280481393011
2024-01-02,1283.0039664322292,1297.8937610136477,1277.0480485996618,1296.255859375,7448800,0.0082809874744995,0.0082468882187255,0.0130525247302308,0.0359778149588054,0.0791257914133971,1288.39404296875,0.0061020279076535,1279.0432373046874,0.013457420021691,1250.2451416015624,0.0368013569838774,1195.5581372070312,0.0842265374088881,1198.5610717773438,0.0815100622722417,1167.4153616333008,0.1103638875896251,0.0085459332658316,0.0082131107404795,0.0086441106345142,0.0359778149588054,0.0791257914133971,1,1,1,0,1,1.0,0.0082809874744995,1.0023604100539913
2024-01-03,1295.412048372221,1307.3238832997818,1279.132516403198,1282.16015625,9037536,-0.0108741673359118,-0.0109337232342656,-0.001372328480332,0.0098510767479458,0.0597067313527508,1288.041650390625,-0.0045662297790146,1280.2939819335938,0.0014576139095707,1253.857159423828,0.0225727441227656,1198.3092749023438,0.0699743239110701,1198.9002307128906,0.0694469176034784,1168.5246389770507,0.0972470014602584,0.0086691616660295,0.0087969461872064,0.0088004236892399,0.0098510767479458,0.0597067313527508,2,1,1,0,1,0.0,-0.0,1.0023604100539913
2024-01-04,1284.4928354763,1295.337616733607,1280.0755785995668,1288.7860107421875,9612778,0.0051677276507846,0.0051544207707811,-0.0034158265465802,0.0275012883017335,0.0550768327673236,1287.1581787109376,0.0012646713187032,1283.7434448242188,0.0039280168777486,1257.2210021972655,0.0251069688541276,1201.26291015625,0.0728592382616335,1199.3808264160157,0.0745427827067504,1169.7542361450196,0.1017579342045751,0.0073926501719041,0.0086762316670882,0.0088106369888189,0.0275012883017335,0.0550768327673236,3,1,1,0,1,0.0,0.0,1.0023604100539913
2024-01-05,1291.888116528752,1300.3009471094986,1289.456165302221,1294.2705078125,8086406,0.0042555529192578,0.0042465236611934,0.0088009084538633,0.0176191027833623,0.0613132794188187,1289.416455078125,0.0037645345033858,1285.9843505859376,0.006443435507428,1260.9595764160156,0.0264171286847774,1204.68259765625,0.0743664018477117,1199.8344116210938,0.0787076077138126,1171.0307711791993,0.1052403913427495,0.0063043652728897,0.0086201129083298,0.0087075296626886,0.0176191027833623,0.0613132794188187,4,1,1,0,1,0.0,0.0,1.0023604100539913
2024-01-08,1295.412156841061,1306.3064992127524,1275.0379299096924,1284.17041015625,7734652,-0.0078036991457995,-0.0078343073481004,-0.001119570744176,0.0086939112513619,0.0535885867088639,1289.1285888671875,-0.0038461475090662,1287.0911743164063,-0.0022692752607115,1264.225408935547,0.015776459703888,1207.9523999023438,0.0630968656215824,1200.131357421875,0.0700248787057009,1172.3455947875975,0.0953855380749841,0.0069996230896568,0.0089255974810015,0.0087959608663355,0.0086939112513619,0.0535885867088639,0,1,1,0,1,0.0,-0.0,1.0023604100539913
2024-01-09,1290.4487513775189,1293.8237954235035,1279.132484246134,1280.7703857421875,5403074,-0.0026476427016012,-0.0026511539065189,-0.0119463094579791,0.0009502857726164,0.0492609270855595,1286.031494140625,-0.0040909638857274,1287.2127685546875,-0.0050049090328195,1267.231903076172,0.0106835083879686,1211.4663891601565,0.0572067018962663,1200.3413830566406,0.0670051068977863,1173.6688677978516,0.0912536072847274,0.0069123717488213,0.0090014259191278,0.0086219071440012,0.0009502857726164,0.0492609270855595,1,1,1,0,1,0.0,-0.0,1.0023604100539913
2024-01-10,1279.0333061103788,1319.7320764251056,1278.0654937339266,1315.3148193359375,11102740,0.0269716055104849,0.0266142825705228,0.0258584412597149,0.0244506265039852,0.0932530069873449,1292.6624267578125,0.0175238268779425,1290.3520385742188,0.0193457134297252,1272.8416320800782,0.0333687916747738,1215.2811547851563,0.0823131866703434,1200.7479846191409,0.0954128894525154,1175.1712536621094,0.1192537387526353,0.0109790447196385,0.0096611352694994,0.0092217614531426,0.0244506265039852,0.0932530069873449,2,1,1,0,1,0.0,0.0,1.0023604100539913
2024-01-11,1319.7321386109766,1352.489686993197,1318.7394856296971,1349.9088134765625,23725852,0.0263009232710464,0.025961001280397,0.0474266497501594,0.0438488219943473,0.117443017590973,1304.8869873046874,0.034502471562591,1296.0225830078125,0.0415781570284761,1279.9353881835937,0.05466949811605,1219.3242333984374,0.1070958622007918,1201.5109118652344,0.123509408150904,1176.896481628418,0.1470072640617936,0.0133068793739859,0.0108174079913812,0.0097333279355273,0.0438488219943473,0.117443017590973,3,1,1,0,1,0.0,0.0,1.0023604100539913
2024-01-12,1349.9087552154865,1363.2350482099334,1335.8626919019084,1360.6541748046875,15012164,0.0079600645768445,0.0079285503889916,0.0512904115418539,0.0605427222122583,0.1125337521108638,1318.163720703125,0.0322345801467647,1303.790087890625,0.0436144494748089,1286.8169555664062,0.0573797375911797,1223.8264111328126,0.111803244665412,1202.565028076172,0.1314599568735355,1178.5192013549804,0.1545456138858838,0.0126067245787815,0.0107158177877446,0.0097384326432044,0.0605427222122583,0.1125337521108638,4,1,1,0,1,0.0,0.0,1.0023604100539913
2024-01-15,1364.897715738619,1386.190071634762,1355.9638397810568,1383.8822021484375,8610594,0.0170712204275449,0.0169271445333658,0.0776468537225174,0.0764403518325362,0.1172662288110912,1338.1060791015625,0.0342096368604873,1313.617333984375,0.0534896018393271,1294.079443359375,0.0693950894977037,1228.69884765625,0.1262989338585289,1203.7584436035156,0.1496344715188138,1180.242311096191,0.1725407478936325,0.0129777233866918,0.0109130928484984,0.0099115293883705,0.0764403518325362,0.1172662288110912,0,1,1,0,1,0.0,0.0,1.0023604100539913
2024-01-16,1379.7627106993225,1386.0413130880693,1360.4308194226976,1364.5255126953125,9069024,-0.0139872378032424,-0.0140859810588473,0.0653943344455065,0.0526668040314426,0.090539455520163,1354.8571044921875,0.00713610916684,1320.4442993164062,0.0333836220139895,1299.7437683105468,0.0498419349753616,1232.9578247070312,0.1067089930829903,1204.8962719726562,0.1324838033246722,1181.9343728637696,0.1544850069713546,0.014628291049381,0.0116913961286548,0.0099317811825365,0.0526668040314426,0.090539455520163,1,1,1,0,1,0.0,-0.0,1.0023604100539913
2024-01-17,1349.5117047016763,1376.0900120502974,1345.0696069219948,1351.5714111328125,12197382,-0.0094934843225554,-0.0095388346951074,0.0275649534726445,0.0541361814625587,0.0645205578889327,1362.1084228515624,-0.0077358098239277,1327.3854248046875,0.0182207713571087,1303.8397033691406,0.0366085705476926,1236.9626831054688,0.0926533432193861,1205.907537841797,0.120791908765832,1183.663235168457,0.1418546855013698,0.0144648872645668,0.0118204712850133,0.0099670611913433,0.0541361814625587,0.0645205578889327,2,1,1,0,1,0.0,-0.0,1.0023604100539913
2024-01-18,1341.4712027363942,1360.92717605878,1341.3222805612156,1357.8995361328125,10279438,0.0046820500551252,0.0046711233517398,0.0059194536523328,0.0536268432575737,0.0826029388364457,1363.7065673828124,-0.0042582703558762,1334.29677734375,0.0176892871135083,1309.0201110839844,0.0373404691302654,1240.9025219726564,0.0942838072197376,1206.9681872558594,0.1250499809942031,1185.3455627441406,0.1455727163555578,0.0144664926094211,0.0112598681951701,0.009939721118909,0.0536268432575737,0.0826029388364457,3,1,1,0,1,0.0,0.0,1.0023604100539913
