ticker,fold,accuracy
HDFCBANK.NS,1,0.7023809523809523
HDFCBANK.NS,2,0.5505952380952381
HDFCBANK.NS,3,0.5416666666666666
HDFCBANK.NS,4,0.44345238095238093
HDFCBANK.NS,5,0.5773809523809523
