Date,Open,High,Low,Close,Volume
2015-02-11,424.78797536016043,427.1535910345624,420.27093593789164,425.5982666015625,5796972
2015-02-12,425.25361362357955,432.5088074414954,423.39091711186876,430.50640869140625,6287536
2015-02-13,428.3457609983988,433.39364188383036,425.81247523877636,427.6938171386719,5657516
2015-02-16,424.75073269560187,429.7054785748399,421.94736509924724,424.4620056152344,6244276
2015-02-18,426.66007594789863,429.34234147218615,420.62491030424945,427.76837158203125,8613764
2015-02-19,427.3025577110033,434.7533433729214,426.93934100518214,433.0210266113281,9673624
2015-02-20,433.728871059248,435.12589340536965,424.1173391275356,425.2722473144531,6971628
2015-02-23,428.42010763480374,430.13377897014703,418.7527329616102,422.012451171875,5090488
2015-02-24,424.5085309438675,427.6657924057117,420.52237863746666,423.3536682128906,6437676
2015-02-25,426.3525721719709,434.9023761614966,424.69479052216974,431.69854736328125,6044972
2015-02-26,429.81727379584436,430.09667830752096,418.249908822035,420.6155700683594,6445776
2015-02-27,423.74478480242533,424.8158352297886,419.3860934275501,422.0404357910156,7801076
2015-03-02,428.9790323047155,430.0035154474319,424.33161332522747,426.8741760253906,7040992
2015-03-03,426.55750989110277,428.96969282782175,424.3781640231017,428.0197448730469,4905552
2015-03-04,428.42019601660024,431.0093259673485,419.4606076399445,423.6982421875,4375228
2015-03-05,422.2826342130538,428.1873732337932,416.00535587900606,418.6596984863281,5684916
2015-03-09,420.78319588660315,420.78319588660315,405.8816218844215,407.9399108886719,7984720
2015-03-10,409.4393604885485,411.0878197046317,402.3797130432248,409.42071533203125,6329916
2015-03-11,408.69426678752706,417.24402573154083,404.0375254289161,406.4776306152344,6780912
2015-03-12,405.8816790475886,414.7201672772199,405.5091396450667,413.20208740234375,5688564
2015-03-13,414.44999828472623,415.3813465954784,408.3775891082252,413.5931396484375,6179684
2015-03-16,411.7583691428289,425.06732606305894,411.7583691428289,422.20806884765625,6818632
2015-03-17,422.20809144634296,424.60167468155475,413.0063887640611,417.337158203125,5539312
2015-03-18,419.9449186596696,421.5002884006562,413.99361254032897,415.2881774902344,4905564
2015-03-19,416.23825643956104,418.9205217141169,414.03094248112643,415.4652099609375,6891740
2015-03-20,417.43037949973586,422.62728571274664,415.9308993849141,420.4945068359375,6430896
2015-03-23,419.6655064033832,423.7634385564566,414.54309121204136,416.02392578125,5078700
2015-03-24,416.29400892693957,419.7399973388017,410.91083440907414,411.9259948730469,6736532
2015-03-25,414.0588014979365,415.222986851777,409.9329467943219,413.35101318359375,6170968
2015-03-26,411.2833396083695,412.5685818542522,397.1268478464872,399.7998352050781,15740840
2015-03-27,403.0875260504261,414.39408480701246,402.90125639883166,410.1936950683594,10074220
2015-03-30,410.8363670037936,417.2440249102334,408.8432453254395,415.0087890625,4623088
2015-03-31,418.1753100140628,423.5119166040273,410.6034679140009,413.21124267578125,8016412
2015-04-01,409.58833688718846,409.70011687350404,401.9140359959405,404.94091796875,6738488
2015-04-06,405.8815992898155,406.9433272831677,402.41696533677947,405.7325744628906,7741752
2015-04-07,405.1365083278012,406.5894207632095,398.2445309447536,402.24932861328125,8542268
2015-04-08,406.5334843441797,410.70590603892157,404.7732453628351,409.8956604003906,10185576
2015-04-09,411.9166608660875,413.3136831564573,406.8873806207565,412.5872497558594,10581548
2015-04-10,411.6931915426198,416.87149716199286,411.6931915426198,416.1170959472656,7123776
2015-04-13,416.87148299505185,417.9891009119287,412.79219578884727,417.0205078125,4872336
2015-04-15,416.59211132237056,418.1754034959633,408.87124270046104,412.34515380859375,6237784
2015-04-16,413.8911852954729,415.56761223861383,402.4356011840095,408.79669189453125,9007812
2015-04-17,406.0772475037154,408.85264769926437,401.12245555048185,405.92822265625,6450316
2015-04-20,405.3227891540481,406.0678678105813,393.9882619011402,397.15484619140625,12825384
2015-04-21,400.10724793159596,401.4297807683221,394.91034237092646,399.1014099121094,8881648
2015-04-22,400.6753472147532,401.4111032508038,390.7844104245347,398.1886291503906,12350984
2015-04-23,400.2375811502569,400.47974078639515,393.4014942050542,395.2641906738281,11891800
2015-04-24,397.85326838398936,400.5169330801098,368.8138524356368,371.6451416015625,43565452
2015-04-27,372.53928820027585,372.91182748847615,362.87188912388,369.6800537109375,19822640
2015-04-28,369.1864496538872,369.1864496538872,363.598360103122,365.25616455078125,10393500
2015-04-29,365.25616696176957,367.32375556160156,360.9812647844196,365.302734375,8289056
2015-04-30,365.08854363596504,366.019891961567,359.92888300732875,361.7822570800781,13134260
2015-05-04,364.9953127320667,372.5392321837884,363.2071289651825,371.25396728515625,13361592
2015-05-05,372.53925156827154,373.2284400884763,363.60763210711883,365.6007080078125,9408516
2015-05-06,367.8826552986726,367.8826552986726,356.7623633704141,358.0196838378906,10508408
2015-05-07,358.0102526817793,366.411009006162,355.7750169730481,362.1081848144531,6779984
2015-05-08,364.7160181354486,366.49490260000067,362.341079815108,364.7066955566406,5777676
2015-05-11,366.0198159672118,372.5392528928365,363.63555565350106,371.3564453125,4785512
2015-05-12,371.35646866161585,371.5334157226689,361.7356373031482,362.68560791015625,8284892
2015-05-13,363.55175980311907,366.00121004889155,359.2209907930397,364.4737854003906,7099084
2015-05-14,365.08851737823665,365.23754219481333,355.40249548860993,360.39453125,6233844
2015-05-15,360.4317765559788,366.31789301053436,359.928857590866,365.41448974609375,5189344
2015-05-18,366.95113577050523,372.3343321068177,365.3864664815508,371.2446594238281,6469976
2015-05-19,370.1736854892612,379.1891183819797,369.93152584844256,376.7024230957031,10272076
2015-05-20,379.9901368286953,382.22537292768766,378.79800636163327,381.34991455078125,5882188
2015-05-21,381.6478686439951,384.0693741000188,379.4778454064924,381.5640563964844,10059312
2015-05-22,380.7351767584371,382.1415217560452,378.14602399315595,381.1915283203125,6888824
2015-05-25,381.94594928943434,383.0728898614439,373.85254141480794,375.6686706542969,4675808
2015-05-26,376.26469383418754,378.39747223621816,372.939785121915,373.8990783691406,3965040
2015-05-27,373.8431956451315,374.2157349531984,364.1571736353922,366.67181396484375,8454708
2015-05-28,367.9198398732055,378.49996613193457,367.9198398732055,375.63140869140625,10980540
2015-05-29,373.44272703996046,383.05423704453136,372.7255933893842,376.8514709472656,18993044
2015-06-01,378.64897874619936,384.46058311671885,376.87009437543674,381.4430236816406,5724892
2015-06-02,381.4989257867605,382.8028134646935,373.47068489366154,374.15057373046875,4673140
2015-06-03,375.92943130523605,379.887661712782,374.02948980481256,376.432373046875,5495796
2015-06-04,378.1274379602578,382.784179807059,374.88634108728473,377.76422119140625,7489464
2015-06-05,378.1274249538986,380.73520029840824,374.0574372673882,374.7093811035156,6125788
2015-06-08,376.2646540217194,377.1308123520906,370.1177562084933,372.548583984375,6141048
2015-06-09,373.2378255948806,373.96428180552147,369.3727302081838,371.0677795410156,7561740
2015-06-10,370.67659134750687,379.8689937260385,369.7452431280408,377.4754333496094,6385840
2015-06-11,379.2356762917277,380.8748582700535,371.6172659684927,372.1015625,9229464
2015-06-12,373.47067404591337,377.29852471300376,364.2503257340566,367.89190673828125,9852924
2015-06-15,369.4707561534621,377.7341543834631,366.085969074905,374.5762939453125,5236426
2015-06-16,376.05122918633833,379.3225646248324,372.51518061361907,377.9421691894531,5223444
2015-06-17,382.34806990802554,386.1299499268982,375.23814008909767,376.5617980957031,6412068
2015-06-18,380.3059403285045,381.1946962042897,376.5997016020753,378.9255676269531,3474426
2015-06-19,382.0834209302423,382.12125358872754,375.57858119599587,376.42950439453125,6670458
2015-06-22,380.0411796452223,389.06095538010146,377.0534848252356,387.20782470703125,5710868
2015-06-23,387.6427415144113,388.5504020447222,377.4884018600427,378.3393249511719,6952116
2015-06-24,383.860850942098,383.860850942098,374.8599804331123,376.33489990234375,7073694
2015-06-25,377.8854388104008,379.5116425275487,373.51737220503685,374.5762939453125,7117466
2015-06-26,377.80990838138837,382.5750691639016,377.46952986145044,380.173583984375,5320284
2015-06-29,373.2716195067899,377.99897031108054,371.5697732172452,374.4629211425781,5690668
2015-06-30,374.4061195752124,375.71087279028484,370.6242395795032,372.26934814453125,6212530
2015-07-01,374.02795381326524,380.07896216615933,372.8933897470976,377.2047424316406,6880852
2015-07-02,377.8098486772916,378.71750919851155,372.534120948578,373.6497802734375,4007568
2015-07-03,373.64970356069233,375.54064335603994,371.38057580627515,374.51953125,2695306
2015-07-06,372.5151776304319,373.6497416232149,368.7332976544884,371.87225341796875,4305602
2015-07-07,372.5152005862363,374.40614069073496,370.2460724608379,370.8133544921875,3497418
2015-07-08,370.2460629933808,370.2460629933808,361.09390850508146,362.1150207519531,7024178
2015-07-09,362.1150538560424,365.32965224536497,353.24653956541687,354.7403869628906,8587772
2015-07-10,358.5600841816068,360.07283639514844,352.7170972230156,354.5513000488281,7411522
2015-07-13,355.8749884854481,361.16962168289365,353.24657667444814,359.3354187011719,6531768
2015-07-14,361.16959902494574,368.1660781683609,357.5768124377866,367.3151550292969,5367074
2015-07-15,366.84245163832253,372.87455636171273,366.0860754493775,372.1370849609375,4129566
2015-07-16,373.53629990501884,374.973409718046,370.43515362463546,374.0468444824219,3472938
2015-07-17,374.78436413105396,379.889902895705,374.0657975903295,378.8876953125,3447978
2015-07-20,378.7175345615538,382.2724884950843,373.4229016929716,378.6607971191406,4377180
2015-07-21,391.4247276333983,434.5381758944682,391.4247276333983,420.7910461425781,38310112
2015-07-22,417.89778928417104,420.54510559637845,407.17616745283755,417.1981506347656,12665660
2015-07-23,417.5007194463225,422.43609243924504,412.2250141081263,415.2505187988281,7710748
2015-07-24,414.32394453140233,418.4461574224522,409.6154755199448,411.31732177734375,4480302
2015-07-27,411.05261140296307,411.44968116640644,401.04950952258355,402.8837585449219,6752244
2015-07-28,404.09395568176245,406.93036622702516,398.7047756457633,401.9571838378906,8476602
2015-07-29,406.17399821426903,412.98138365920096,402.77030549180313,410.4853515625,7071334
2015-07-30,412.2249544803227,412.2249544803227,400.12293746805636,404.66119384765625,11956598
2015-07-31,407.8947356825637,408.953634512571,400.8793289595582,407.32745361328125,7931012
2015-08-03,407.6867602891719,412.9813935396806,404.264139614592,408.0460205078125,7961012
2015-08-04,407.68675828357766,408.04601850045094,397.47567992211515,399.83935546875,9099054
2015-08-05,401.635674466724,412.2249389536056,401.6167465996428,410.84454345703125,4753476
2015-08-06,413.73774703530677,418.08690982406915,407.30854986931024,411.0715026855469,7238252
2015-08-07,408.25407600203005,416.3851205912321,407.87588788160207,414.3428955078125,4988058
2015-08-10,415.25053751402794,418.40839894416416,403.52670630916924,410.7122802734375,3992754
2015-08-11,415.55304806937784,422.39824254560614,414.38062818120864,419.46728515625,7574406
2015-08-12,421.6797525046867,434.53814854518833,420.16700002933356,432.7984924316406,10168440
2015-08-13,433.78164335524275,441.2886660494271,399.1963686350225,437.94171142578125,9787960
2015-08-14,440.5890604234504,441.9883376856213,432.3067332304526,434.6325988769531,5109066
2015-08-17,434.91630758447633,436.22103804101425,424.51613501180407,431.9475402832031,3107436
2015-08-18,434.9162722502989,445.3920631243747,434.9162722502989,440.34326171875,4150446
2015-08-19,442.48001735391074,448.60664528182843,439.7570818671769,444.5789794921875,6869518
2015-08-20,438.3198274058949,441.91261287643505,426.5960011336061,429.0731506347656,8369114
2015-08-21,431.4747257532349,439.0573679340365,422.62511675978965,434.87841796875,10822142
2015-08-24,419.7698037583179,424.7051762314955,407.91361773331465,413.0002746582031,14122684
2015-08-25,416.00682284934913,423.19239524401974,395.01738769649563,410.579833984375,13735078
2015-08-26,412.149323338487,414.8722586207431,400.50111383716217,402.61895751953125,11498212
2015-08-27,411.4686347628907,416.0447013391867,407.7056817990591,409.5020751953125,15343392
2015-08-28,416.6119170155752,425.4237164200537,416.6119170155752,420.1858215332031,7208820
2015-08-31,429.186758883218,429.186758883218,409.38862095071846,413.8890686035156,9917064
2015-09-01,412.22498982186926,421.52840696455854,409.1994853094152,411.8468017578125,9071550
2015-09-02,415.2504129706194,421.67960879985486,412.2249090509792,415.79876708984375,11171830
2015-09-03,419.8454970035904,420.54513570308274,413.17046830541176,415.76104736328125,8590536
2015-09-04,417.1414417278051,420.1669462915607,403.52667119090484,406.1550598144531,7318888
2015-09-07,410.3150625613814,410.3339904280734,398.98835013973957,400.40655517578125,5180988
2015-09-08,401.63565921770316,406.1739152540614,397.9672540545247,400.42547607421875,5459496
2015-09-09,411.12827619021374,415.85562746221404,405.4176450867454,411.7333679199219,9148664
2015-09-10,410.2962152154277,412.7922470547549,401.257511795781,408.6132507324219,8363004
2015-09-11,412.81111377629287,418.4271961242924,410.5230579992623,412.508544921875,9883810
2015-09-14,415.62862095677815,417.51956099752783,409.44525625663243,415.9122619628906,6557076
2015-09-15,415.7799499770293,417.21703686278016,411.52533442912215,415.70428466796875,5291886
2015-09-16,419.03225209167226,419.69408100968707,415.363847412313,416.6307678222656,7478240
2015-09-18,420.469508021186,422.77644597847774,415.64761020518864,417.6897888183594,11576876
2015-09-21,416.00694938267554,419.3539051514183,413.1705383641573,417.7655334472656,4351234
2015-09-22,421.67970981225125,429.6027316335401,416.42288625951124,418.8243713378906,9626986
2015-09-23,418.8243920804405,425.97215638992367,415.04251108764936,422.1524658203125,4758254
2015-09-24,421.1124018102217,435.93735519040285,419.78874360965074,431.3424072265625,13399262
2015-09-28,431.1155304372096,432.21228522215796,416.38512157785215,418.10589599609375,9788464
2015-09-29,416.76332988581856,428.63844670369576,415.06148325742816,424.2703552246094,8699370
2015-09-30,429.01652452396473,442.0828936893306,425.82080786642257,439.4355773925781,9495692
2015-10-01,442.4421823676277,452.9747096947374,438.6981116642833,443.63348388671875,10864394
2015-10-05,443.61456078032444,449.79792585988514,439.45449243541094,446.9237060546875,6881760
2015-10-06,448.9281756321154,451.00821005729756,434.1977223217308,436.65594482421875,8711880
2015-10-07,437.18542030990693,442.0073183280309,426.7663202437458,428.5627136230469,9182488
2015-10-08,429.772795613674,434.76485808747213,425.8585595642731,428.1654968261719,9080874
2015-10-09,429.6216504253064,443.57679953578497,429.6216504253064,441.49676513671875,11782138
2015-10-12,453.44745894490336,461.3137886255065,419.4105354210991,424.6673583984375,30404970
2015-10-13,418.8243852293705,420.1669714260653,410.40970015805635,415.7799987792969,15326862
2015-10-14,412.77334680390254,421.8877161409393,411.1660475209322,415.0992126464844,8865510
2015-10-15,415.96906723372143,417.6519856782287,411.88461761339613,415.0046691894531,8255666
2015-10-16,419.4510521916632,420.3670601677908,416.01605722376064,417.88623046875,6418992
2015-10-19,420.5961170232737,425.9394433738416,420.0236177714271,424.3936767578125,7347494
2015-10-20,424.79444131485326,431.2827661148106,423.8784332015436,429.73699951171875,8788310
2015-10-21,429.37434315096453,437.7137377421436,429.37434315096453,434.4886779785156,7278098
2015-10-23,435.786352180661,440.06099367397877,429.4125006408646,438.8778381347656,6033362
2015-10-26,440.4426451777433,442.16014249429435,436.301577632523,439.736572265625,3195942
2015-10-27,438.9159409869598,440.82427116516396,436.66410205866043,438.68695068359375,5263748
2015-10-28,436.8169132331126,441.969406311878,434.71774938620814,440.13739013671875,5255472
2015-10-29,440.09911717647753,441.1678007628098,433.59173891534806,437.0267333984375,5887324
2015-10-30,437.00763085966014,437.00763085966014,431.282640062372,433.3627014160156,4044676
2015-11-02,431.28265046472404,433.4963322624396,425.21415075521014,431.7406311035156,3544988
2015-11-03,432.58036636116265,439.08774540161966,432.58036636116265,437.1985168457031,3614682
2015-11-04,438.9542756821056,441.8167721063304,432.160645456012,433.8781433105469,3205572
2015-11-05,436.2252533805072,437.00768752696683,427.2370446173097,428.5728759765625,2345306
2015-11-06,428.61105127167383,436.5878824699953,428.5728939778268,434.4505615234375,3026172
2015-11-09,427.4659543136837,435.09927492642805,425.6339387305884,433.03826904296875,6125676
2015-11-10,430.3285056247891,430.3285056247891,419.87084570444654,421.3020935058594,4680052
2015-11-13,419.8135775723409,422.12267594569556,416.01601878915744,420.1380310058594,3520868
2015-11-16,413.5924105480787,417.54264471525477,407.3139762818057,412.275634765625,6808334
2015-11-17,412.1993413378032,413.30618222052556,401.5126917475639,405.1385192871094,7184106
2015-11-18,397.31445806166704,398.8983818858899,385.9598902160046,389.2994689941406,10125252
2015-11-19,393.2114708021527,401.51270787077374,390.74971997796575,399.90972900390625,8539622
2015-11-20,399.98600436757454,405.78730945900634,397.71511009713515,401.66534423828125,6082978
2015-11-23,400.7493836821746,405.48205238844076,396.1693907258069,402.1615295410156,5616350
2015-11-24,400.74947084106515,401.0548224072729,395.7878107258901,397.3717346191406,4325802
2015-11-26,397.2952401868894,404.3751637666462,396.9517780277314,401.66534423828125,9853968
2015-11-27,403.80278206072916,408.38277580810984,398.84112216773343,406.98968505859375,5142478
2015-11-30,408.3827364260879,419.18390594143517,403.1157254884773,415.2145690917969,18105534
2015-12-01,415.25280569392953,417.9244689658574,409.5087110232406,411.81781005859375,5898550
2015-12-02,412.1803250735563,412.1803250735563,404.1844381577521,404.833251953125,6397616
2015-12-03,404.9477819209684,406.39813191544584,400.38689010087916,403.7073669433594,5504726
2015-12-04,400.3676778470291,406.43617722964996,396.9708407570005,400.38677978515625,8375530
2015-12-07,402.7722424946164,404.18438838835687,396.9327326948925,399.3181457519531,4513870
2015-12-08,398.8601528151997,405.6156237490102,396.66557287019214,398.612060546875,5724372
2015-12-09,398.0777232769648,399.5852856638825,390.2726472459378,392.4290466308594,6818254
2015-12-10,395.6350353404735,401.3600263397764,393.2305670748239,399.7379455566406,5587746
2015-12-11,402.27606539619865,405.291236874209,399.1845793349878,401.8180847167969,5390198
2015-12-14,400.55857252038044,409.58498511625373,400.00517531063247,408.19189453125,4816672
2015-12-15,409.6232211131616,411.85595891231844,404.108163536687,411.264404296875,5431808
2015-12-16,413.4970550682385,419.0693707160237,413.4970550682385,418.248779296875,5495852
2015-12-17,419.8326304725039,423.57297618002275,415.2526381400766,422.5424499511719,4958782
2015-12-18,421.13041138988564,421.13041138988564,411.9894797475682,413.40167236328125,7219820
2015-12-21,411.05439474716525,422.6570536476495,406.83696565434116,421.1494445800781,4331012
2015-12-22,418.85948371412843,418.85948371412843,412.23758555046413,413.63067626953125,4109254
2015-12-23,417.9434994882388,420.7868934199792,414.8901705563931,420.1571350097656,2870928
2015-12-24,420.61513036570125,421.531091703623,416.054192666014,418.4396057128906,1230054
2015-12-28,416.01608493905934,423.6494075984916,416.01608493905934,421.6456604003906,5526952
2015-12-29,420.3097964579386,423.6493748633933,418.8022339852307,421.62652587890625,3345062
2015-12-30,420.2525428059896,422.35170640301266,413.34439555926133,414.6039123535156,5153970
2015-12-31,416.0732692777538,423.630229396166,414.8710118572963,421.8936767578125,7943938
2016-01-01,419.8326485320417,423.2485409908787,417.2373007959881,421.8363952636719,1806550
2016-01-04,419.8136151192572,420.76778038530404,410.69183244792987,411.7795715332031,3975362
2016-01-05,414.2985864086837,414.2985864086837,405.424848837056,409.92852783203125,4949786
2016-01-06,410.1574618956969,410.1574618956969,404.1462211400104,408.1346130371094,5588328
2016-01-07,404.5852214623395,407.5812914256601,399.94796841587197,401.0548095703125,5294088
2016-01-08,405.13851347744355,407.3903524982574,402.8485171695164,405.8255310058594,3156716
2016-01-11,403.15390264483915,408.3636074126358,401.55087714004947,402.92486572265625,5360622
2016-01-12,405.32944232135316,405.69200651977934,393.4405326941889,400.7303466796875,6565212
2016-01-13,403.4211055272702,416.3977541440414,400.0242676007415,413.4971008300781,8751294
2016-01-14,406.85607441483825,440.8243583012553,402.40965490269707,432.4277038574219,30227006
2016-01-15,438.1527352412883,444.2593935721773,434.16434265496866,435.0612487792969,13036614
2016-01-18,435.06123310819663,443.53420260106276,430.65297064833146,432.0079040527344,10066612
2016-01-19,433.1910634657428,442.331948768031,430.72933552966646,434.9658203125,7500436
2016-01-20,432.8093271517036,442.73264505818,426.32100390516126,427.9430847167969,7507998
2016-01-21,433.19104604285224,436.0535419418138,428.22938648465214,433.9734802246094,6743000
2016-01-22,438.19079379183296,439.87013377241044,431.6643134894544,433.6680603027344,6436018
2016-01-25,435.19483734277406,437.71382467150755,429.202697288809,434.2025146484375,4579262
2016-01-27,437.56111306270776,438.7633706818764,433.1910545406082,434.5268859863281,6971962
2016-01-28,433.5727692422574,436.09175664694595,429.83242213915923,431.1300964355469,7788598
2016-01-29,434.3359573192987,446.5492707061331,431.8932853239132,444.602783203125,10232108
2016-02-01,446.54943054486733,450.32793504442276,443.3434253152412,447.8280029296875,4251126
2016-02-02,449.16374051505557,454.1826590486128,444.25934044755064,448.6676025390625,7632702
2016-02-03,445.7097235689813,448.80120989230056,439.9656296981045,441.8548583984375,5245966
2016-02-04,442.75179553253594,456.0719056796929,442.75179553253594,450.2705993652344,5549346
2016-02-05,448.64855223481067,452.904139058079,447.255461491305,448.34320068359375,3984224
2016-02-08,444.16393196065405,447.3889919283237,436.5497117630832,439.22137451171875,4221044
2016-02-09,430.6337619901654,430.6337619901654,417.3517666912538,422.7523498535156,7579572
2016-02-10,422.8860732926179,430.32856284966306,421.7410748992263,423.09600830078125,5866054
2016-02-11,424.03109479860404,424.79442710247196,408.8217079620579,411.6842041015625,5214378
2016-02-12,417.80986802646294,421.51205721248317,407.23773551556684,413.9741516113281,7408096
2016-02-15,418.40145739150694,419.90901983341143,414.71837025015475,416.6839599609375,5093478
2016-02-16,414.8710389646528,417.0656189775753,409.7948613422013,411.8749694824219,5125448
2016-02-17,412.8673908419411,420.97779717925675,411.0544764841881,419.01220703125,4164598
2016-02-18,419.8326765290002,430.1376604074393,419.8326765290002,428.763671875,4189072
2016-02-19,427.1606323493178,432.8856232041966,425.11872826242995,430.2330627441406,3974018
2016-02-22,431.66438872153327,432.79028515775417,425.19516651864444,430.004150390625,3857010
2016-02-23,431.3781298573834,432.23687862285925,425.9584896179765,428.9545593261719,2501960
2016-02-24,427.2751668534756,436.53056908321815,426.8362415534272,429.5079040527344,4950714
2016-02-25,429.52694143821964,431.51158607482023,420.25243866274815,423.7637939453125,4484528
2016-02-26,427.52333264232925,432.0460670473749,425.93940885589257,427.9049987792969,4235636
2016-02-29,431.0918530358183,431.4353618383289,407.733906726491,413.7451477050781,8166076
2016-03-01,417.848112551605,431.3972606462364,417.848112551605,429.546142578125,6386154
2016-03-02,433.9734700049071,444.06852000147416,429.3743747328392,441.2060241699219,7214898
2016-03-03,445.7860419551043,455.2704360125838,440.442716109752,446.2822265625,5814304
2016-03-04,448.6866528543655,452.2743234725049,442.38916227436863,446.79742431640625,4281680
2016-03-08,443.87773786058983,454.3735571135272,437.92375516603573,444.0494689941406,7617746
2016-03-09,437.00770317016134,451.79726517701175,436.22526899569357,449.79351806640625,6305782
2016-03-10,443.8394946808008,443.8394946808008,434.85123984191233,436.0534973144531,24381016
2016-03-11,437.4657589465067,441.18700421908557,434.41242949208305,436.24444580078125,4058548
2016-03-14,437.3893584783355,440.53810386005125,434.5268626767757,435.5573425292969,4174262
2016-03-15,436.62599062413074,440.6334844191949,430.8818975485,432.9620056152344,6720258
2016-03-16,435.82452485525323,440.82434140073957,431.8742900750068,439.85107421875,5588850
2016-03-17,441.54956331875394,446.45396386235404,440.4618241460651,443.400634765625,6474622
2016-03-18,443.80140272351105,457.617698246367,443.4960511778803,455.4803771972656,8477422
2016-03-21,453.4194419213901,457.61777008732895,450.38521429205184,456.0529479980469,5138392
2016-03-22,454.6596671507796,455.7092487538559,447.3125959292455,454.1634826660156,7097950
2016-03-23,454.18258324137804,462.08305155752305,451.1674122362949,460.97625732421875,6333176
2016-03-28,470.3653248969739,472.1209796909815,456.3772525994269,459.8695068359375,10787510
2016-03-29,457.61762266065466,465.2127868501895,454.7742290457994,456.94970703125,6995356
2016-03-30,457.0833304092555,461.81599955745145,456.3009428268764,460.2702331542969,5756818
2016-03-31,461.91133432775763,469.411081484686,458.11377578836755,464.9837646484375,17996320
2016-04-01,464.10594137991865,466.4722523792053,456.12911119443197,460.079345703125,5511428
2016-04-04,463.1708456140976,476.3192221734739,463.1708456140976,474.67803955078125,4577054
2016-04-05,474.02936652535544,474.14388500838504,463.3427141399207,465.556396484375,4790716
2016-04-06,468.68588929349676,468.68588929349676,456.4725762174447,458.2663879394531,4931354
2016-04-07,461.20539713896875,461.20539713896875,448.45773807482044,450.9385681152344,5657890
2016-04-08,448.7821566451939,449.4119151436717,443.51519145362624,444.9273376464844,4195578
2016-04-11,444.9463452930545,452.94223122337667,439.33582582942404,451.8544921875,5768678
2016-04-12,450.5568442060793,456.05284552458033,449.83166927688444,451.2056579589844,5842138
2016-04-13,456.07199832456797,456.07199832456797,445.1563545315199,447.5799255371094,12511386
2016-04-18,477.0826517157546,483.9144846063448,470.7851607131067,472.7698059082031,25015990
2016-04-20,474.7926598990083,475.72772327000285,467.846355054212,474.6399841308594,8072848
2016-04-21,477.46433584514995,477.46433584514995,464.90751066037814,468.0372009277344,5441100
2016-04-22,468.03712280572876,468.8767695282266,460.67094897889257,462.29302978515625,5143938
2016-04-25,462.5984028672275,467.46464551311476,458.4191312290533,464.0487060546875,5364134
2016-04-26,463.8960154918833,473.0942052362825,461.2816121777285,470.2698669433594,5846744
2016-04-27,469.1440005191978,474.1629195767985,468.89595480035194,473.3232727050781,4486208
2016-04-28,469.8309100318141,473.11322876113366,460.6709247834278,461.49151611328125,12165168
2016-04-29,462.36939246891245,466.98758969342254,459.9076646840303,461.0908203125,5036410
2016-05-02,461.81600913385324,462.2549344936126,456.52994264484585,458.4001159667969,3615250
2016-05-03,459.048855756696,462.6555814040923,447.2363097819092,449.52630615234375,6824810
