ticker,fold,accuracy
HDFCBANK.NS,1,0.7559523809523809
HDFCBANK.NS,2,0.5803571428571429
HDFCBANK.NS,3,0.45535714285714285
HDFCBANK.NS,4,0.4255952380952381
HDFCBANK.NS,5,0.48214285714285715
