Date,Open,High,Low,Close,Volume,ret_1,log_ret_1,ret_5,ret_10,ret_20,sma_5,price_sma_5,sma_10,price_sma_10,sma_20,price_sma_20,sma_50,price_sma_50,sma_100,price_sma_100,sma_200,price_sma_200,vol_10,vol_20,vol_60,roc_10,roc_20,day_of_week,month,target,prediction,actual,signal,strategy_ret,equity_curve
2023-12-29,1295.958012986606,1297.3973111899322,1280.1748079960485,1282.97900390625,10864584,-0.0079063251639642,-0.0079377458772605,0.0087411672939927,0.0490229417038801,0.0872783282534124,1282.552294921875,0.0003327029907977,1269.843835449219,0.0103439242608793,1240.6300476074218,0.0341350399988287,1190.369541015625,0.077798918486784,1197.3994287109374,0.071471200957097,1165.4085415649415,0.1008834740334336,0.0090981188496396,0.0083192470801473,0.0087887021052768,0.0490229417038801,0.0872783282534124,4,12,1,0,1,,,1.0
2024-01-01,1280.7952766903763,1293.848686885263,1277.1223881648043,1285.609619140625,4030540,0.0020503961688893,0.0020482969756267,0.009824288486981,0.0379267471091595,0.0818401643554185,1285.053759765625,0.0004325572924679,1274.5415649414062,0.0086839491968451,1245.4928039550782,0.032209592105354,1192.702275390625,0.0778965091850536,1198.010234375,0.0731207315698145,1166.3190286254885,0.102279554382064,0.0086820226159835,0.0083042774688512,0.0086184679299775,0.0379267471091595,0.0818401643554185,0,1,1,0,1,0.0,0.0,1.0
2024-01-02,1283.0039664322292,1297.8937610136477,1277.0480485996618,1296.255859375,7448800,0.0082810832120963,0.0082469831700272,0.0130525247302308,0.0359778149588054,0.0791256817495633,1288.39404296875,0.0061020279076535,1279.0432495117188,0.013457410349378,1250.2451293945312,0.0368013671069056,1195.5581372070312,0.0842265374088881,1198.5610754394531,0.0815100589677726,1167.415359802246,0.1103638893311964,0.0085459618420316,0.0082131332071976,0.0086441395822804,0.0359778149588054,0.0791256817495633,1,1,1,0,1,0.0,0.0,1.0
2024-01-03,1295.412048372221,1307.3238832997818,1279.132516403198,1282.16015625,9037536,-0.0108741673359118,-0.0109337232342656,-0.0013724234259511,0.0098510767479458,0.0597066244376323,1288.0416259765625,-0.00456621091116,1280.293994140625,0.0014576043611198,1253.8571411132812,0.0225727590557796,1198.3092749023438,0.0699743239110701,1198.900233154297,0.0694469154256871,1168.5246371459962,0.0972470031796224,0.0086691899085979,0.0087969666480211,0.0088004525159672,0.0098510767479458,0.0597066244376323,2,1,1,0,1,0.0,-0.0,1.0
2024-01-04,1284.4928354763,1295.337616733607,1280.0755785995668,1288.7860107421875,9612778,0.0051677276507846,0.0051544207707811,-0.0034159206178863,0.0275012883017335,0.0550768327673236,1287.1581298828123,0.0012647093015083,1283.74345703125,0.0039280073314638,1257.2209838867188,0.0251069837840955,1201.26291015625,0.0728592382616335,1199.380828857422,0.0745427805194589,1169.7542343139648,0.1017579359291929,0.0073926832337669,0.0086762565196257,0.0088106657418349,0.0275012883017335,0.0550768327673236,3,1,1,0,1,0.0,0.0,1.0
2024-01-05,1291.888116528752,1300.3009471094986,1289.456165302221,1294.2705078125,8086406,0.0042555529192578,0.0042465236611934,0.0088010044372286,0.0176191027833623,0.0613133856549485,1289.4164306640623,0.0037645535088595,1285.9843627929688,0.006443425953901,1260.9595642089844,0.0264171386212626,1204.6826000976562,0.074366399670404,1199.834415283203,0.0787076044214041,1171.0307693481443,0.1052403930709326,0.0063044040800191,0.0086201350713787,0.008707558749942,0.0176191027833623,0.0613133856549485,4,1,1,0,1,0.0,0.0,1.0
2024-01-08,1295.4120337021336,1306.3063750382337,1275.0378087074926,1284.1702880859375,7734652,-0.0078037934617186,-0.0078344024058259,-0.0011195708504807,0.0086937186494835,0.053588592075854,1289.128564453125,-0.0038462233355994,1287.091162109375,-0.0022693606400424,1264.2253967285155,0.015776372954565,1207.9523974609374,0.0630967667146542,1200.1313598632812,0.0700247748148419,1172.3455920410156,0.0953854365164104,0.0069996709527422,0.0089256249223591,0.0087959914380813,0.0086937186494835,0.053588592075854,0,1,1,0,1,0.0,-0.0,1.0
2024-01-09,1290.448874370277,1293.8239187379374,1279.132606160338,1280.7705078125,5403074,-0.0026474528378201,-0.0026509635387301,-0.0119462152865148,0.000950381173256,0.0492610270906896,1286.031494140625,-0.0040908689655696,1287.2127685546875,-0.0050048141997698,1267.2318969726562,0.0106836095841549,1211.4663916015625,0.0572068005281742,1200.34138671875,0.0670052053388001,1173.668865661621,0.091253713278407,0.006912417118045,0.009001448061483,0.0086219366873582,0.000950381173256,0.0492610270906896,1,1,1,0,1,0.0,-0.0,1.0
2024-01-10,1279.0333061103788,1319.7320764251056,1278.0654937339266,1315.3148193359375,11102740,0.0269715076297607,0.0266141872604593,0.0258584412597149,0.0244505291032204,0.093253117910381,1292.6624267578125,0.0175238268779425,1290.3520263671876,0.0193457230729736,1272.8416320800782,0.0333687916747738,1215.2811572265623,0.0823131844960596,1200.74798828125,0.0954128861116632,1175.171251525879,0.1192537407872187,0.0109790457668275,0.009661132527196,0.0092217845065012,0.0244505291032204,0.093253117910381,2,1,1,0,1,0.0,0.0,1.0
2024-01-11,1319.7321386109766,1352.489686993197,1318.7394856296971,1349.9088134765625,23725852,0.0263009232710464,0.025961001280397,0.0474266497501594,0.0438487234615543,0.117443017590973,1304.8869873046874,0.034502471562591,1296.02255859375,0.0415781766493954,1279.9353881835937,0.05466949811605,1219.3242333984374,0.1070958622007918,1201.5109155273435,0.123509404726537,1176.896479797363,0.1470072658463455,0.0133068817692613,0.010817405756362,0.009733349305876,0.0438487234615543,0.117443017590973,3,1,1,0,1,0.0,0.0,1.0
2024-01-12,1349.9087552154865,1363.2350482099334,1335.8626919019084,1360.6541748046875,15012164,0.0079600645768445,0.0079285503889916,0.0512904115418539,0.0605428231186497,0.1125337521108638,1318.163720703125,0.0322345801467647,1303.7900756835938,0.0436144592458866,1286.8169555664062,0.0573797375911797,1223.8264111328126,0.111803244665412,1202.5650317382813,0.1314599534279588,1178.5191989135742,0.1545456162776266,0.0126067054366169,0.0107158155311267,0.0097384548574915,0.0605428231186497,0.1125337521108638,4,1,1,0,1,0.0,0.0,1.0
2024-01-15,1364.897836134336,1386.1901939086483,1355.9639593887296,1383.88232421875,8610594,0.0170713101419739,0.0169272327419624,0.0776470512189109,0.0764405489932598,0.1172664374729719,1338.1061279296875,0.0342096903478703,1313.6173461914063,0.0534896849764234,1294.0794555664063,0.06939517373996,1228.6988500976563,0.1262990309698424,1203.7584484863282,0.1496345682631921,1180.2423098754882,0.1725408525345486,0.0129777109732017,0.0109130990299915,0.0099115533896546,0.0764405489932598,0.1172664374729719,0,1,1,0,1,0.0,0.0,1.0
2024-01-16,1379.7627106993225,1386.0413130880693,1360.4308194226976,1364.5255126953125,9069024,-0.0139873247780407,-0.0140860692674441,0.0653942329027097,0.0526668040314426,0.090539455520163,1354.85712890625,0.0071360910185915,1320.4443115234376,0.0333836124607307,1299.7437805175782,0.0498419251153772,1232.9578271484374,0.1067089908915719,1204.8962768554688,0.1324837987353095,1181.9343716430665,0.1544850081637079,0.0146282936265507,0.0116914075436426,0.0099318076365137,0.0526668040314426,0.090539455520163,1,1,1,0,1,0.0,-0.0,1.0
2024-01-17,1349.511582817391,1376.0898877655304,1345.0694854389078,1351.5712890625,12197382,-0.009493573782453,-0.0095389250124351,0.0275648606657281,0.0541360862558,0.0645204617442849,1362.1084228515624,-0.0077358994425738,1327.3854248046875,0.0182206793941339,1303.8397094726563,0.0366084720714243,1236.9626831054688,0.0926532445338603,1205.9075415039065,0.1207918041352773,1183.6632330322266,0.1418545844328864,0.0144649000908676,0.0118204876444704,0.0099670894261195,0.0541360862558,0.0645204617442849,2,1,1,0,1,0.0,-0.0,1.0
2024-01-18,1341.4712027363942,1360.92717605878,1341.3222805612156,1357.8995361328125,10279438,0.0046821407953272,0.0046712136690675,0.0059194536523328,0.0536268432575737,0.0826029388364457,1363.7065673828124,-0.0042582703558762,1334.29677734375,0.0176892871135083,1309.0201171875,0.0373404642934995,1240.9025219726564,0.0942838072197376,1206.9681909179687,0.125049977580645,1185.345560913086,0.1455727181251735,0.0144665049488816,0.0112598859837014,0.0099397497153289,0.0536268432575737,0.0826029388364457,3,1,1,0,1,0.0,0.0,1.0
2024-01-19,1365.890429247957,1365.890429247957,1349.015329468004,1357.4031982421875,10422704,-0.0003655188601349,-0.0003655856784362,-0.0023892746758864,0.0487785899845547,0.0672571277584825,1363.0563720703126,-0.0041474248196636,1340.6100463867188,0.0125265000816088,1313.2972045898437,0.0335841677711623,1244.9833178710935,0.0902983026016206,1208.234318847656,0.1234602237890412,1187.0015545654296,0.1435563778508641,0.0145780489571794,0.011046604673627,0.0096476307515547,0.0487785899845547,0.0672571277584825,4,1,1,0,1,0.0,-0.0,1.0
