ticker,fold,accuracy
RELIANCE.NS,1,0.39285714285714285
RELIANCE.NS,2,0.47619047619047616
RELIANCE.NS,3,0.5327380952380952
RELIANCE.NS,4,0.45535714285714285
RELIANCE.NS,5,0.6815476190476191
